Entry	Mass
Q9H6U6	101,237
Q8TDM0	22,758
P54687	42,966
O15382	44,288
Q9P287	35,979
Q7Z5W3	33,200
P06276	68,418
P12694	50,471
P21953	43,122
O14874	46,360
O95999	26,252
Q9H165	91,197
P10415	26,266
Q16548	20,132
Q07817	26,049
Q9HD36	23,204
O43521	22,171
Q9HB09	36,821
Q9BXK5	52,723
Q9BZR8	36,598
Q5TBC7	17,725
Q92843	20,746
P20749	47,584
P41182	78,846
Q8N143	51,531
Q4VC05	22,810
Q9BQE9	22,195
Q8WUZ0	23,468
O00512	149,290
Q86UU0	157,129
Q9NYF8	106,122
Q9HAY6	62,637
Q9BYV7	65,674
Q6W2J9	192,189
Q5H9F3	182,526
Q8N888	16,258
P11274	142,819
Q9Y276	47,534
Q02338	38,157
Q9BUT1	26,724
P46663	40,495
P30411	44,461
P23560	27,818
A6H8Y1	293,885
Q3B7T3	28,626
Q14457	51,896
Q9BUH8	64,803
Q8NDZ0	87,919
Q5T5X7	94,475
Q6ZU67	58,375
Q7L4P6	48,182
Q5SZJ8	31,222
Q8N7W2	57,549
O76090	67,684
Q8NFU1	57,139
Q8N1M1	76,107
Q8NFU0	53,497
O15155	13,289
Q9NYM9	12,388
Q5T215	20,566
Q9HBH7	14,860
Q9NWD9	14,067
Q5H9J7	12,602
Q9NZS9	52,738
Q12934	74,544
Q13515	45,880
P21810	41,654
Q7RTS1	20,818
Q7RTU4	24,132
Q6PI77	60,291
Q8NFJ8	36,997
Q8NDY6	23,665
Q9C0J9	50,498
Q93088	44,998
Q9H2M3	40,354
Q9H694	104,844
Q96G01	110,750
Q8TD16	93,533
P55957	21,995
Q13323	18,016
O00499	64,699
Q9UBW5	61,874
Q9NQY0	29,665
Q13490	69,900
Q13489	68,372
O15392	16,389
Q9NR09	530,255
Q96CA5	32,798
Q96P09	27,089
Q86UB2	56,774
P51451	57,706
P54132	159,000
Q13867	52,562
Q8WV28	50,466
P78537	17,263
Q6QNY1	15,961
Q6QNY0	21,256
P53004	33,428
P30043	22,119
Q9H2G9	44,910
Q96LC9	20,508
P35226	36,949
P13497	111,249
O95393	48,047
O95972	45,055
P12643	44,702
Q9NSY1	129,172
Q5H9B9	46,091
P12645	53,372
P12644	46,555
P22003	51,737
P22004	57,226
P18075	49,313
P34820	44,768
Q8N8U9	75,997
P36894	60,198
O00238	56,930
Q13873	115,201
Q14692	145,807
P51813	78,011
Q01954	110,972
Q6ZN30	122,330
Q12981	26,132
Q12982	36,018
Q12983	27,832
O60238	23,930
Q7Z465	39,713
Q9BWV1	121,059
Q96IK1	19,196
Q8NFC6	330,466
Q8IYS8	18,075
Q9UMX3	23,280
Q9Y3E2	14,289
Q9H3K6	10,117
Q53S33	12,114
Q8N9W6	31,301
Q14137	83,630
Q6PGQ7	61,203
P07738	30,005
Q86WA6	32,543
P17213	53,900
Q9NP55	26,713
Q96DR5	27,011
Q9BQP9	28,436
Q8TDL5	52,442
Q8N4F0	49,172
P59826	50,342
P59827	65,055
Q8NFQ5	49,717
Q8NFQ6	56,469
O95861	33,392
Q12830	338,262
P15056	84,437
Q7Z569	67,305
Q6PJG6	88,119
P38398	207,721
P51587	384,202
P46736	36,072
O95696	119,520
P25440	88,061
Q15059	79,542
O60885	152,219
Q9NPI1	74,139
Q9H8M2	67,000
Q58F21	107,954
Q9NXR7	43,552
Q92994	73,840
Q9HAW0	46,533
O95415	13,645
Q8WY22	27,836
Q9BX63	140,867
Q8TDN6	41,401
Q8WUW1	8,745
Q9HCU9	28,461
Q5PSV4	37,629
Q96NH3	144,756
Q5VW32	46,476
O95563	14,279
Q9Y5U8	12,347
P55201	137,499
Q9ULD4	135,745
P32247	44,411
Q8TDC3	85,087
Q8IWQ3	81,633
Q9NSI6	262,936
P59051	16,132
Q6RI45	203,598
Q96G97	44,392
Q9NW68	47,163
P35613	42,200
Q9UPA5	416,469
Q8WZ55	35,197
Q075Z2	15,693
Q5W0U4	44,381
Q10588	35,724
Q10589	19,769
Q3C1V8	25,933
O14981	206,887
Q9H0C5	52,771
Q9BSF8	53,779
A6QL63	120,884
Q32M84	58,481
A6NE02	52,471
B2RXH4	77,931
C9JJ37	32,365
Q9BX70	55,931
Q9Y2F9	58,420
Q96KE9	53,411
Q9P203	126,368
Q5XKL5	42,793
Q96Q07	69,188
P35070	19,746
P43251	61,133
P20290	22,168
Q96K17	17,271
P62324	19,209
P78543	17,416
Q14201	29,116
Q9NY30	25,970
Q06187	76,281
Q7Z6A9	32,834
Q13410	58,960
Q7KYR7	59,633
Q8WVV5	59,070
Q96KV6	65,713
O00481	57,677
P78410	36,428
O00478	65,002
Q9UIR0	50,436
Q6UX41	56,748
Q6UXG8	59,716
Q9Y297	68,867
O43683	122,375
O60566	119,545
O43684	37,155
Q9BRD0	70,521
P41223	17,000
Q13895	49,601
Q7L1Q6	48,043
Q9Y6E2	48,162
Q8IVU9	23,883
Q8N8Z3	24,207
Q9H2I8	22,568
Q8N326	17,766
Q5VYJ5	241,008
Q5VZT2	17,689
Q7Z3E2	103,687
Q5SQS8	39,268
Q5VZQ5	21,545
A2VDF0	16,765
Q5T292	11,325
Q6DHV5	166,787
Q96B45	11,695
Q96D05	13,238
A4QN01	15,288
Q86Y37	41,064
Q86WR7	45,802
Q8N6V4	10,399
Q9H7M9	33,908
Q8TBM7	14,243
Q5T681	25,128
Q8IYJ2	63,656
Q711Q0	156,477
Q5T2E6	78,710
Q5SXH7	52,459
Q8WW14	26,343
Q9H8K7	49,249
Q96M02	77,910
Q9H5F2	17,785
P61165	9,079
Q9NQ32	51,609
Q9P2W6	14,447
Q96F05	46,101
Q8IXW0	70,379
Q2M3A8	16,456
Q8WZ69	24,620
Q6ZVL6	198,999
Q8TAV5	15,559
Q8N8R7	29,338
Q9BQE6	31,565
Q9H6J7	37,353
Q96A22	13,921
Q9H0W9	35,117
Q6ZUT1	34,110
Q6NUN7	88,569
Q8NCR3	36,720
Q9H7C9	13,332
Q9H3H3	31,430
Q9BRQ4	30,859
Q6IPW1	13,249
Q8NBR9	27,887
Q53FT3	21,628
Q86VG3	25,407
Q9NRQ5	6,738
Q8N6T0	64,047
Q6UW78	10,081
Q9BUA3	41,037
Q3KP22	20,078
A6NJI1	13,172
Q6PI97	19,340
A8MZF0	35,187
Q6ZS62	13,401
C9JLR9	73,197
Q7Z7L8	46,114
Q9HB07	42,477
Q8TC90	46,482
Q8WUH6	11,748
Q8N6Q8	68,213
Q96LU7	101,670
Q8N999	37,490
Q8N6U2	18,370
Q9HCM1	194,857
Q495D7	15,996
Q96LM1	14,531
Q9BT56	13,302
Q9NQ89	63,801
Q86WS4	74,505
Q96LP6	39,738
Q96C57	28,171
Q8N5I9	20,123
Q8N8E1	13,175
Q9H741	23,594
Q8NA57	47,326
Q9Y4D8	439,344
Q8IYJ0	30,076
Q6X4T0	14,485
Q8IXR9	71,046
Q99622	13,178
Q5U649	27,626
Q8N7H1	13,435
Q96N23	351,970
Q9H3J6	18,828
Q96MD2	50,415
Q52MB2	20,484
A2RU48	24,877
A6NFE2	39,487
Q69YU5	8,023
Q32Q52	21,196
Q8N812	14,959
C9JDV5	16,178
Q5VYS4	34,190
Q6ZP68	13,416
Q9UKR5	15,864
Q9NX78	79,536
Q9H7Z3	132,673
Q9NVL8	34,690
Q8N6I4	18,747
Q9NWQ4	54,260
Q9NWQ9	16,009
Q96FN9	18,660
Q9BXV9	10,859
Q96EM0	38,138
Q7Z3D6	66,437
A8MTL3	33,570
Q9Y224	28,068
Q0VAA2	54,535
P0C7T8	23,522
Q8N912	18,051
Q86U38	69,438
Q86U37	18,828
Q4W4Y0	36,306
Q86TY3	84,173
P0C221	93,626
Q6PJG2	114,989
Q8ND07	61,987
Q96F83	35,690
Q86SX3	54,231
Q9H972	58,697
Q9NZP6	120,954
Q6P656	34,294
Q2M3C6	58,444
Q9H079	34,767
Q96M60	59,956
Q8NBB2	13,907
Q7Z6K5	24,943
Q6ZRI6	110,673
Q8WUR7	16,353
Q9Y2V0	32,264
Q8NHR7	25,316
Q96SY0	57,471
Q6ZUT6	57,325
Q8N8G6	21,040
Q8N910	17,040
Q9BV29	20,656
Q2T9L4	31,928
Q7Z4M0	29,155
A6NNL5	18,091
A8K5M9	19,679
P0CG20	59,354
Q96S19	22,578
Q9UJK0	33,596
Q96MC5	23,732
Q6P387	43,418
Q9H0I2	38,759
Q9H305	21,892
Q8NHV5	18,250
Q6UWD8	24,360
Q96N06	15,461
Q9BQ65	30,268
Q96GQ5	51,018
Q7L2K0	46,402
Q7Z3J2	109,563
Q9Y2B5	68,956
Q9BSU1	47,524
Q8IYS4	55,682
Q14CZ0	30,926
Q8N635	49,313
Q96GX8	8,118
Q8WTQ4	30,819
Q9Y6A4	22,774
Q7Z2V1	23,111
Q6ZW13	33,511
Q6PH81	17,799
Q1ED39	51,589
Q6UX73	45,391
A1A4V9	37,921
Q9H693	16,793
A6NNT2	125,041
A8MU93	13,000
Q6PK18	35,646
A2RUQ5	17,761
A2RUB1	107,559
B2RV13	19,546
Q6ZR85	19,931
A8MSI8	9,374
Q71RC9	8,540
P0DI80	7,017
F2Z3M2	12,668
Q8IVV7	33,514
Q3LIE5	39,529
Q8WW18	19,346
A8MQB3	24,325
Q8N3J3	69,771
Q96N21	55,137
Q8IY85	110,129
Q2M2W7	11,219
Q96GS4	37,226
Q8N2U0	11,742
Q9BQA9	20,774
Q86WR6	27,182
Q495Z4	20,099
A2RTY3	65,681
P0C7W0	20,715
Q0P670	57,131
Q9HAS0	44,622
Q96MU5	26,264
Q8N4C9	30,555
Q9BSJ5	67,315
Q86X59	25,393
Q53F19	70,593
A1L188	7,756
Q5BKU9	15,855
A6NHQ4	39,322
Q6ZQX7	49,656
O15165	33,900
Q96N68	19,136
Q32NC0	24,827
Q96B23	43,395
Q8TCD1	8,669
Q5BJE1	102,011
P0CW23	7,848
Q8TAI1	13,402
Q68DL7	77,230
Q96DM3	74,975
Q969H8	18,795
Q9NSK7	16,286
Q8NEA5	24,151
Q8IVT2	75,357
Q9BVV8	14,249
Q9UFG5	12,878
Q8WUQ7	88,702
Q8N1I8	22,698
Q6ZS72	50,509
Q9BQ49	8,631
Q9BQ61	18,419
Q9H6X5	71,343
Q8NA69	57,331
Q8N205	43,512
Q8N9M1	44,746
Q6RUI8	13,085
Q9BSF4	29,233
Q9UNZ5	10,577
Q5BKX5	37,779
Q2NL68	51,075
Q0VDD7	69,556
Q4ZIN3	67,889
Q96EN9	22,599
Q9NUL5	33,110
A6NJJ6	39,779
Q86XI8	70,073
A6NGS2	14,477
A6NCJ1	24,176
Q8N7X8	21,283
O75264	14,964
P0DJ07	9,114
Q6UXH0	22,105
C9J6K1	22,444
Q13901	16,019
Q9NS00	42,203
Q96EU7	36,382
Q5SY80	109,662
O95561	21,209
Q3KP66	72,914
Q9NX04	23,373
Q86UF4	34,103
Q9NSG2	96,554
Q5TID7	60,103
Q9H7X2	15,517
Q6ZSJ8	11,471
Q9NWV4	18,048
Q9H040	55,134
Q8N9H9	69,787
Q5TGP6	65,050
Q8NDD1	32,610
Q9H7T9	40,253
Q5T5F5	14,090
Q5VVS0	13,926
Q5JVX7	46,135
Q7Z422	16,997
Q5VVC0	20,418
Q96MC9	29,841
Q5JQS6	15,712
Q8N1D5	23,067
Q96HA4	40,283
Q8NEQ5	16,886
Q5SNV9	162,423
Q5VWT5	82,070
Q5SV97	81,351
Q8NAX2	43,642
Q5RHP9	168,466
Q8IYL3	25,977
Q3ZCV2	47,583
Q5T7R7	22,411
Q6ZWK4	19,405
Q8NBI3	38,650
Q5VU69	12,131
Q7Z2R9	10,995
Q5VTH2	19,293
Q5T5A4	19,350
Q5TG92	13,826
Q9H425	36,346
Q5SR53	18,168
Q5TH74	36,786
Q9H246	13,865
Q8IVY1	12,024
Q96EX1	10,799
Q8NC38	14,381
Q8TAB5	24,968
Q5T0J3	15,074
A1L170	29,057
Q537H7	11,356
Q6PIY5	48,855
Q6ZS94	24,356
F2Z333	24,218
Q5JTJ3	14,116
Q9BWL3	28,779
Q5T0J7	26,518
Q9BV19	21,877
Q8N365	41,443
Q8N6N3	20,599
Q5VUE5	15,483
Q6IQ49	49,742
Q9BUN1	36,769
Q13536	17,231
Q9BUV0	33,613
Q8NEQ6	17,657
Q8N715	72,349
Q96LT6	29,561
Q8WWB7	43,864
Q6NZ36	19,869
Q8N0U7	62,035
Q9UBS9	139,430
Q6P1W5	65,353
Q69YW2	15,007
Q6IQ19	30,216
P02745	26,017
P02746	26,722
Q07021	31,362
P02747	25,774
O75973	26,453
Q5VWW1	26,719
Q86Z23	24,909
Q9BXJ1	31,743
Q9BXJ5	29,952
Q9BXJ4	26,994
Q9BXJ3	35,256
Q9BXJ0	25,298
Q9BXI9	30,861
Q9BXJ2	30,683
P60827	27,685
P00736	80,119
Q9NZP8	53,498
P09871	76,684
P06681	83,268
Q9NWU2	26,749
Q9NX31	31,779
Q96MY1	47,215
Q9H579	54,816
Q8NC74	71,432
Q96M20	67,512
Q9NUG4	62,179
Q96NR2	14,382
Q96LM9	16,552
Q5TEA3	132,287
Q9BVV2	36,526
Q8IYI0	22,938
Q8TD35	21,508
A1L168	13,591
Q9BUV8	15,487
Q8NHU2	141,349
Q9GZN8	19,291
Q9Y312	43,472
Q9BY42	33,887
Q9BQP7	39,421
Q9BR46	17,183
Q9UJQ7	17,663
Q9H1P6	15,719
Q5VYV7	45,552
Q9NUD7	42,859
O43822	28,340
P0DPI2	28,170
A6NIU2	8,470
A6NM66	11,668
Q9H0A9	37,613
P58505	35,003
P57076	33,224
P58512	21,308
Q96NT3	27,207
Q8WYQ4	16,487
Q9Y442	17,735
Q6ICL3	30,937
Q9NV39	14,718
Q9Y3I0	55,210
Q7L3V2	39,299
Q9H4I9	11,441
Q6ZV56	16,313
Q6P5X5	16,805
Q6NVV7	13,877
Q6PGQ1	25,064
C9J442	27,532
Q9Y426	75,533
O14523	76,181
Q4AC94	260,389
Q8NCU7	39,744
A6NLJ0	38,769
Q8TF44	44,576
B7Z1M9	37,583
Q8WU43	13,691
Q68DN1	224,321
Q8N357	40,214
Q9UKZ1	55,215
Q9H1Z8	17,183
Q9NWW7	64,077
Q9H6V9	37,319
Q9H6R7	79,136
Q8WWC4	32,545
Q96LS8	17,367
Q9BVC5	25,858
Q96LR7	17,838
Q53SZ7	44,690
Q08AI8	49,565
Q6NV74	102,157
Q7L592	49,238
Q53QW1	41,589
Q7Z7H3	43,900
Q8NHS4	67,250
Q8TC57	59,386
Q2NKX9	18,751
Q8N8R5	43,448
A6NJV1	23,421
A6NGG8	139,655
A6NCS6	30,481
Q8N5S3	32,142
A8MZ97	21,915
Q3KRA6	14,609
Q0VFZ6	66,403
A6NCI8	100,170
Q0P641	22,038
A6NN90	63,239
Q86W67	23,752
Q9BSF0	10,970
Q86V40	57,676
Q6ZV80	14,825
P01024	187,148
Q16581	53,864
Q9HBI5	15,007
Q6NW34	64,552
Q9UK00	17,468
Q6PII3	53,958
Q8ND61	101,266
Q8N5N4	15,686
Q8N3R3	57,925
Q96PS1	20,188
Q6NXP0	66,551
Q9BQ75	31,884
Q96M34	60,162
Q9Y2M2	39,845
Q6P1S2	33,765
Q96FZ2	40,575
Q5JPI3	37,541
Q147U7	24,598
Q8N112	17,868
Q96BT1	33,461
A1A4F0	15,626
Q8N813	26,007
Q8NDZ4	49,482
Q6ZUJ4	30,194
Q96M15	15,995
Q6ZVT6	76,271
A6NLC5	27,769
Q8N7S6	30,424
Q6ZUU3	18,625
Q0PNE2	29,793
Q8WVI0	8,696
P0CE67	11,337
F5H4A9	25,682
Q6ZMU1	40,197
P0C0L4	192,785
P0C0L5	192,751
P04003	67,033
P20851	28,357
Q53FE4	39,644
Q8IY42	33,742
Q86YA3	236,602
Q6V702	26,869
Q17RF5	15,556
Q9NWY4	39,436
Q0P651	46,954
Q8WVX3	7,604
Q8N8J7	14,653
Q8N1A6	23,468
Q96QK8	10,710
Q96KX1	13,276
Q8N412	50,660
Q6MZM9	22,720
Q96LM5	21,723
Q504U0	11,899
A7E2U8	34,376
Q5BLP8	10,170
Q6ZRC1	30,622
C9J302	23,001
Q8N5G0	7,702
Q99440	10,499
P01031	188,305
P21730	39,336
Q8NAS9	17,397
Q49AR2	49,967
Q7Z6I8	20,132
Q8NDZ2	96,838
Q52M75	10,857
Q0VDI3	24,217
Q96GV9	23,083
Q96MH7	72,898
Q86SI9	15,091
Q96IV6	39,002
Q9H799	361,746
Q7Z3B0	8,625
A5PLN9	46,524
Q6NTE8	37,743
Q6UWT4	9,693
Q569G3	19,206
Q6ZNM6	15,452
A4QMS7	16,991
A6NLE4	20,025
A6NDU8	33,620
A6NGY3	17,908
Q8IZ13	68,327
Q8N8D9	14,652
C9J3I9	11,666
A6NFR6	39,250
A6NC05	15,764
Q2M2E5	14,817
E7EW31	106,917
P13671	104,786
Q5SRN2	61,626
Q9H6K1	32,872
Q5T5N4	53,772
Q7Z4R8	20,772
Q9Y6Z2	6,189
Q9Y530	17,025
Q5T0Z8	124,034
Q5SQH8	35,794
Q5SZD1	26,754
Q6UXA7	34,195
Q96KF7	11,059
Q5TEZ5	38,553
Q8IYR0	71,193
Q7Z4U5	16,243
Q9P0P8	27,941
Q9H993	51,172
P0C671	71,930
Q8N319	26,113
Q4G0N7	8,717
Q5I0X4	10,566
P0DJ93	10,351
O95873	31,710
Q9HD87	12,368
Q5VUM1	12,213
Q6P5S2	37,926
Q9GZU0	27,083
Q5T6L9	77,788
Q9NU53	36,840
Q6UWU4	39,870
P10643	93,518
Q9HAC7	48,462
Q8NI28	22,304
Q9BU79	13,391
Q9BPX7	46,451
Q96N11	50,047
Q96FA7	26,352
Q8N865	68,464
Q8WU49	19,475
Q8N3F0	14,925
Q8WVR3	62,597
Q9GZY4	16,694
Q8WWF3	28,167
Q9BRJ6	22,083
Q8N8F7	14,462
Q96HJ9	12,749
Q8NEG2	32,846
A4D0V7	117,491
Q0VGL1	10,741
Q1RMZ1	46,324
Q8IZ16	23,862
Q8TBZ9	29,483
A5D8W1	105,883
Q6ZTY9	16,773
A4D263	49,672
E0CX11	5,265
P07357	65,163
P07358	67,047
P07360	22,277
Q9NRJ1	11,219
Q8WWR9	9,188
Q8N9H6	14,527
Q9H7E9	24,993
Q49A92	59,434
Q96NL8	23,381
Q9NR00	12,337
Q96E16	12,439
Q86YL5	20,403
Q8TAG6	22,584
Q6P6B1	39,936
Q96LL4	36,790
Q96NF6	25,558
Q8NAV2	39,661
Q8N0T1	11,456
A6NGR9	77,186
Q6P047	33,735
Q96EF9	33,285
Q96K31	43,273
Q68CJ6	91,132
Q6P1X6	23,889
Q6ZUL3	24,736
Q2WGJ8	27,046
P02748	63,173
Q8N4T4	38,295
Q8NAJ2	25,113
Q5T280	42,009
Q5BN46	15,260
Q5JU67	60,533
Q96GE9	12,257
Q5T035	20,715
Q5VYM1	117,724
Q5VTT2	26,445
Q9BUH6	21,640
Q5JTZ5	26,314
Q9BU70	48,587
Q9BUW7	9,054
Q8N9P6	22,154
A8MQ03	15,313
A2RU37	13,369
Q6ZQR2	36,499
C9J069	106,650
Q8N7X2	42,496
Q9P1Z9	197,344
Q7RTV5	24,857
Q9H2J1	18,048
Q8IXQ3	21,063
Q8N4J0	47,186
Q8TAL5	52,222
Q5SZB4	47,639
Q8N4C0	16,682
Q5T6V5	39,029
Q5T8R8	31,184
Q8N6L7	18,703
Q96LT7	54,328
Q9NZ63	33,688
Q5VXU9	165,202
Q96MD7	20,166
Q96LW7	25,589
Q96E40	25,166
Q5VZI3	37,569
A6NGG3	8,520
P00915	28,870
Q9NS85	37,563
O75493	36,238
O43570	39,451
Q8N1Q1	29,443
Q9ULX7	37,668
P00918	29,246
P07451	29,557
P22748	35,032
P35218	34,750
Q8WTZ4	22,622
Q9Y2D0	36,434
P23280	35,367
P43166	29,658
P35219	32,973
Q16790	49,698
Q9H8G2	38,368
Q9Y376	39,869
Q9H9S4	39,088
Q9Y6J0	246,352
Q8TDN4	67,599
Q9BTV7	52,235
Q9NZU7	39,838
P57796	30,433
Q9NP86	19,826
Q86V35	24,453
Q96KC9	43,003
O75952	52,774
Q9UGQ2	18,470
Q5VU97	142,290
O00555	282,564
Q00975	262,496
Q13936	248,977
Q01668	245,141
Q15878	261,731
O60840	220,678
O43497	262,472
O95180	259,163
Q9P0X4	245,103
Q13698	212,350
P54289	124,568
Q9NY47	129,817
Q8IZS8	123,011
Q7Z3S7	127,938
Q02641	65,714
Q08289	73,581
P54284	54,532
O00305	58,169
Q06432	25,028
O60359	35,549
Q9UBN1	36,579
Q9BXT2	28,129
P62955	31,003
Q8WXS5	43,313
Q9HB71	26,210
P27708	242,984
Q9BY67	48,509
Q8N3J6	47,554
Q8N126	43,300
Q8NFZ8	42,785
Q8TC20	90,250
P05937	30,025
P22676	31,540
P01258	15,467
P06881	13,899
P10092	13,706
Q9P1Z2	77,336
Q13137	52,254
P30988	55,329
Q16602	52,929
Q05682	93,231
Q8IU99	38,264
Q9HA72	36,175
Q86XJ0	38,496
P0DP23	16,838
P27482	16,891
Q96GE6	21,883
Q9NZT1	15,893
Q8TD86	20,690
Q9BXU9	29,324
P27797	48,142
Q96L12	44,996
O43852	37,107
Q9NYX4	23,434
Q14012	41,337
Q8IU85	42,914
Q96NX5	53,087
Q9UQM7	54,088
Q13554	72,678
Q13557	56,369
Q13555	62,607
Q7Z7J9	8,553
Q96S95	8,658
Q16566	51,926
Q8N5S9	55,735
Q96RR4	64,746
Q7Z624	36,128
Q8NCB2	54,354
P49069	32,953
P49913	19,301
Q5T5Y3	177,972
Q08AD1	168,089
Q9P1Y5	134,750
Q9Y6Y1	183,672
O94983	131,530
Q86VP6	136,376
O75155	135,256
Q8WVQ1	44,840
P27824	67,568
Q01518	51,901
P40123	52,824
P40121	38,499
P07384	81,890
Q9HC96	74,952
Q9UMQ6	84,423
Q6ZSI9	81,037
Q6MZZ7	76,696
A8MX76	79,568
P17655	79,995
P20807	94,254
O15484	73,169
Q9Y6Q1	74,576
Q9Y6W3	92,652
A6NHC0	79,144
O14815	79,097
P04632	28,316
Q96L46	27,660
Q14444	78,366
Q6IMN6	125,925
Q13938	30,240
Q9ULU8	152,786
Q86UW7	147,735
Q9BXY5	63,835
Q8WWF8	24,229
P52907	32,923
P47755	32,949
Q96KX2	35,025
P47756	31,350
Q9BWT7	115,931
Q9BXL7	133,284
Q9BXL6	113,270
Q5EG05	22,625
Q5XLA6	11,868
P57730	10,138
Q9BX69	116,468
Q9Y2G2	48,933
Q9H257	62,241
Q9Y2V2	15,892
Q8IW45	36,576
Q86X55	65,854
A5YM72	88,484
P49589	85,473
Q9HA77	62,224
Q16568	12,829
Q6TDU7	83,160
Q6XLA1	11,902
Q8IU53	8,607
O15234	76,278
Q6P4E1	49,498
Q8NG31	265,391
Q96PB1	91,680
O14936	105,123
Q8WXD9	149,814
Q8WXE0	126,783
P29466	45,159
Q92851	58,951
Q6UXS9	38,907
P31944	27,680
P42575	50,685
P42574	31,608
P49662	43,262
P51878	49,736
P55212	33,310
P55210	34,277
Q14790	55,391
Q9UKL3	222,658
P55211	46,281
P31415	45,160
O14958	46,436
P41180	120,675
Q9NQ75	87,144
P20810	76,573
Q86V15	190,069
P04040	59,756
Q13166	9,224
Q8NEC5	90,091
Q96P56	62,041
Q86XQ3	46,422
Q7RTX7	54,092
Q9H7T0	126,924
Q86XM0	90,468
Q6ZRH7	133,032
Q03135	20,472
P51636	18,291
P56539	17,259
O43439	67,133
O75081	71,192
Q13951	21,508
P22681	99,633
Q13191	109,450
Q9ULV8	52,456
Q75N03	54,519
P23435	21,097
Q8IUK8	24,084
Q6UW01	21,521
Q9NTU7	21,808
P16152	30,375
O75828	30,850
Q8N4T8	25,301
P35520	60,587
Q9BRT8	44,068
Q8IUF1	44,034
P83916	21,418
Q14781	56,081
Q13185	20,811
O00257	61,368
P45973	22,225
O95503	43,898
O95931	28,341
Q9HC52	43,396
Q9Y3M2	14,470
A6NI87	27,343
Q6P1N0	104,062
Q5T0F9	94,224
Q9P2K1	186,185
Q8IX12	132,821
Q6UXH8	44,103
Q16773	47,875
Q6YP21	51,400
Q96ES7	33,238
Q96A19	62,596
Q68D86	60,448
Q8IW40	27,163
Q96G28	39,447
Q8IYK2	56,909
Q9BWC9	32,032
Q8WV48	30,509
Q6ZU64	217,250
Q9NWR8	39,082
Q96M91	61,835
Q8TBZ0	96,726
Q96LW4	64,412
Q8NEF3	53,565
Q9H0I3	44,220
Q96M63	75,046
Q96NT0	19,761
Q8IYX3	67,946
Q8IWD4	30,541
Q8WUD4	19,181
Q96HB5	67,567
Q6ZUS5	33,061
Q5T0U0	32,206
Q96CT7	25,835
Q86Z20	58,629
Q96EE4	15,668
Q96BQ5	30,834
Q6ZRS4	115,403
Q8IYE1	80,884
P13994	44,802
Q96JG6	111,174
Q9H6E4	26,561
Q8IY82	103,497
Q96JN2	134,045
Q6PK04	33,231
Q96M89	76,219
Q49A88	106,302
Q96MF4	18,252
Q6ZP82	166,261
Q17RM4	81,643
A2RUR9	165,125
Q3MJ40	82,951
Q8IYA2	143,112
Q6NUI1	23,810
Q8IYE0	112,806
Q5T655	103,417
Q8NFR7	71,076
Q6ZUS6	52,796
Q0P6D6	110,484
Q8NCX0	128,761
A5D8V7	69,140
Q4G0S7	29,979
Q494R4	23,858
A6NI56	75,408
Q8N6L0	62,783
Q569K6	83,941
Q5M9N0	127,140
P0C7I6	33,695
A6NGH7	38,277
Q96MC2	87,134
P0CW27	48,709
Q9P0B6	11,459
Q8NDH2	277,951
A6NNP5	25,253
Q96LX7	67,721
Q8IYT3	82,277
Q6TFL3	152,810
P0C7W6	31,035
Q5T9S5	168,962
Q9UL16	65,730
O60826	70,756
Q8N300	7,808
Q8N4L8	34,322
Q86WR0	24,479
Q8TAB7	13,192
Q2M243	75,354
Q8IWP9	30,367
Q9BUN5	22,037
Q9BQI4	30,731
Q5VVM6	91,333
Q8N5R6	107,216
Q96HJ3	43,225
Q8IYA8	66,343
Q494V2	71,117
Q502W7	65,315
Q9UFE4	109,901
Q4G0X9	130,113
Q9Y592	82,940
Q96M95	38,019
A6NFT4	35,914
Q96MW1	25,248
Q96A33	55,874
Q9HA90	65,701
Q8IVM0	35,822
Q96ER9	45,811
Q9Y3C0	21,173
Q8NEL0	37,886
Q9Y2R0	11,731
Q2TAC2	103,039
Q4VC31	16,620
Q9P031	28,670
Q16204	53,291
Q8IWA6	63,091
Q9Y6R9	57,368
Q6P9F0	77,748
Q8NA47	66,250
Q6ZP65	64,841
A1A5D9	56,834
Q8IXS2	57,297
A2RUB6	109,411
Q05D60	70,977
Q9H2F9	38,869
A6NI79	34,796
Q96M83	157,448
Q6NSX1	28,767
Q8IV32	49,648
Q8N9Z2	26,261
Q9Y2S6	7,066
Q6ZRK6	124,154
Q96LY2	41,826
Q8N954	33,277
Q9NUP7	54,247
Q9BR77	57,486
A2IDD5	48,521
Q8NA31	83,064
Q9H0W5	59,374
Q76M96	108,174
Q6ZN84	76,084
Q8N4S0	64,002
Q8IWF9	48,851
Q86UT8	37,974
Q96PX6	59,976
Q15834	22,091
A6NKD9	45,210
Q9H6F5	40,236
Q9NVE4	96,402
Q3V6T2	216,042
A6NC98	164,809
Q9P219	228,230
Q8N998	43,809
Q9Y3X0	59,703
Q96AQ8	39,694
Q9GZT6	29,506
Q7Z6B0	49,971
Q53HC0	36,961
Q567U6	73,198
Q9BW85	37,086
Q2M329	62,711
Q96F63	38,947
Q96EA4	70,172
Q8TD31	88,671
Q13939	66,582
P06307	12,669
P32238	47,841
P32239	48,419
P51671	10,732
Q16627	10,678
Q16663	12,248
O15467	13,600
Q92583	10,507
P55774	9,849
Q99731	10,993
P13500	11,025
P78556	10,762
O00585	14,646
