id,A_exposed,C_exposed,D_exposed,E_exposed,F_exposed,G_exposed,H_exposed,I_exposed,K_exposed,L_exposed,M_exposed,N_exposed,P_exposed,Q_exposed,R_exposed,S_exposed,T_exposed,V_exposed,W_exposed,Y_exposed
A0A0C4DH33,4.0,1.0,3.0,6.0,1.0,7.0,1.0,1.0,5.0,2.0,1.0,0.0,2.0,5.0,2.0,7.0,11.0,3.0,1.0,2.0
A0A0C4DH34,3.0,0.0,1.0,1.0,2.0,4.0,1.0,0.0,5.0,6.0,1.0,1.0,4.0,3.0,2.0,17.0,5.0,3.0,2.0,2.0
A0A0C4DH35,3.0,0.0,1.0,5.0,2.0,10.0,1.0,2.0,3.0,4.0,1.0,5.0,2.0,3.0,6.0,10.0,1.0,2.0,1.0,1.0
A0A0C4DH36,1.0,0.0,1.0,4.0,3.0,10.0,0.0,1.0,4.0,4.0,1.0,3.0,1.0,4.0,4.0,10.0,3.0,3.0,1.0,3.0
A0A0C4DH38,5.0,1.0,2.0,3.0,0.0,8.0,0.0,2.0,6.0,5.0,1.0,0.0,3.0,4.0,2.0,13.0,4.0,3.0,0.0,0.0
A0A0C4DH39,4.0,0.0,1.0,4.0,1.0,8.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,6.0,5.0,9.0,7.0,3.0,2.0,0.0
A0A0C4DH41,4.0,0.0,0.0,2.0,2.0,6.0,1.0,0.0,5.0,6.0,1.0,2.0,4.0,3.0,2.0,17.0,5.0,2.0,2.0,1.0
A0A0C4DH42,1.0,1.0,1.0,3.0,2.0,9.0,0.0,1.0,4.0,4.0,1.0,3.0,2.0,3.0,4.0,11.0,3.0,2.0,1.0,2.0
A0A0C4DH43,1.0,1.0,5.0,2.0,1.0,3.0,0.0,2.0,7.0,7.0,1.0,2.0,4.0,2.0,0.0,11.0,11.0,3.0,1.0,0.0
A0A0C4DH55,4.0,0.0,2.0,4.0,0.0,4.0,1.0,0.0,2.0,1.0,1.0,1.0,8.0,4.0,4.0,13.0,7.0,0.0,1.0,1.0
A0A0C4DH59,3.0,2.0,1.0,5.0,0.0,10.0,2.0,1.0,0.0,10.0,1.0,4.0,4.0,6.0,4.0,5.0,4.0,1.0,1.0,0.0
A0A0C4DH62,1.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0,1.0
A0A0C4DH67,3.0,2.0,2.0,1.0,0.0,7.0,0.0,1.0,3.0,8.0,1.0,0.0,6.0,4.0,5.0,15.0,5.0,1.0,1.0,3.0
A0A0C4DH68,3.0,0.0,3.0,2.0,1.0,8.0,1.0,0.0,0.0,9.0,2.0,2.0,8.0,5.0,6.0,9.0,5.0,2.0,1.0,0.0
A0A0C4DH69,2.0,0.0,3.0,2.0,1.0,7.0,0.0,1.0,3.0,8.0,2.0,1.0,7.0,5.0,4.0,14.0,4.0,2.0,1.0,1.0
A0A0C4DH72,3.0,0.0,4.0,1.0,0.0,7.0,0.0,1.0,3.0,8.0,2.0,1.0,7.0,5.0,5.0,14.0,4.0,2.0,1.0,2.0
A0A0C4DH73,3.0,0.0,4.0,1.0,2.0,7.0,0.0,1.0,3.0,7.0,2.0,1.0,7.0,5.0,4.0,17.0,3.0,2.0,1.0,0.0
A0A0C5B5G6,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,1.0,2.0
A0A0D9SF12,6.0,1.0,2.0,7.0,2.0,7.0,0.0,1.0,6.0,4.0,2.0,3.0,9.0,8.0,5.0,13.0,7.0,2.0,0.0,2.0
A0A0G2JMD5,5.0,0.0,14.0,22.0,2.0,3.0,5.0,1.0,20.0,2.0,3.0,9.0,10.0,16.0,22.0,16.0,5.0,2.0,0.0,5.0
A0A0G2JMI3,5.0,1.0,4.0,7.0,0.0,7.0,1.0,1.0,5.0,3.0,1.0,0.0,2.0,2.0,2.0,6.0,12.0,3.0,1.0,1.0
A0A0G2JS06,2.0,1.0,2.0,1.0,0.0,8.0,1.0,0.0,4.0,8.0,1.0,2.0,6.0,4.0,3.0,19.0,7.0,1.0,2.0,1.0
A0A0J9YVY3,5.0,1.0,1.0,3.0,1.0,8.0,1.0,1.0,4.0,3.0,1.0,2.0,2.0,5.0,2.0,7.0,8.0,3.0,2.0,2.0
A0A0J9YWL9,30.0,2.0,50.0,50.0,3.0,45.0,35.0,2.0,81.0,26.0,22.0,34.0,85.0,51.0,29.0,81.0,17.0,32.0,4.0,8.0
A0A0J9YWP8,0.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.0,1.0
A0A0J9YWX3,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,2.0,3.0,1.0,0.0,1.0
A0A0J9YX06,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,2.0
A0A0J9YX35,1.0,0.0,2.0,3.0,1.0,8.0,0.0,1.0,5.0,3.0,1.0,3.0,2.0,2.0,3.0,12.0,3.0,2.0,2.0,2.0
A0A0J9YX75,4.0,2.0,5.0,3.0,2.0,8.0,1.0,2.0,3.0,4.0,3.0,4.0,5.0,2.0,3.0,7.0,6.0,2.0,1.0,1.0
A0A0J9YX94,72.0,1.0,26.0,67.0,0.0,73.0,4.0,2.0,11.0,11.0,4.0,4.0,26.0,23.0,26.0,19.0,8.0,14.0,2.0,0.0
A0A0J9YXA8,1.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,3.0,2.0,0.0,0.0
A0A0J9YXG5,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0
A0A0J9YXM7,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,2.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0
A0A0J9YXQ4,104.0,2.0,14.0,73.0,2.0,98.0,3.0,3.0,12.0,10.0,4.0,8.0,26.0,24.0,25.0,18.0,10.0,17.0,7.0,2.0
A0A0J9YXX1,5.0,1.0,1.0,4.0,0.0,7.0,0.0,2.0,5.0,5.0,1.0,1.0,3.0,4.0,2.0,13.0,4.0,4.0,0.0,2.0
A0A0J9YXY3,3.0,2.0,3.0,4.0,2.0,9.0,0.0,0.0,5.0,7.0,3.0,4.0,5.0,2.0,2.0,6.0,6.0,2.0,1.0,1.0
A0A0J9YY54,30.0,3.0,23.0,58.0,5.0,45.0,16.0,3.0,25.0,19.0,12.0,16.0,73.0,51.0,43.0,47.0,17.0,9.0,3.0,3.0
A0A0K0K1A3,3.0,1.0,5.0,6.0,2.0,5.0,5.0,1.0,1.0,5.0,1.0,4.0,1.0,1.0,5.0,8.0,6.0,2.0,2.0,1.0
A0A0K0K1A5,5.0,2.0,4.0,3.0,1.0,8.0,0.0,1.0,2.0,6.0,3.0,4.0,5.0,3.0,3.0,8.0,7.0,2.0,1.0,1.0
A0A0K0K1B3,3.0,1.0,1.0,3.0,2.0,7.0,1.0,1.0,2.0,8.0,1.0,2.0,5.0,6.0,3.0,9.0,3.0,3.0,1.0,0.0
A0A0K0K1C0,5.0,2.0,6.0,8.0,0.0,5.0,1.0,1.0,3.0,10.0,2.0,0.0,3.0,5.0,2.0,8.0,1.0,1.0,2.0,0.0
A0A0K0K1C4,1.0,1.0,3.0,6.0,0.0,8.0,0.0,1.0,6.0,8.0,2.0,6.0,5.0,2.0,3.0,2.0,4.0,4.0,0.0,2.0
A0A0K0K1D8,3.0,2.0,3.0,5.0,2.0,7.0,0.0,1.0,4.0,5.0,3.0,6.0,4.0,2.0,4.0,7.0,6.0,3.0,1.0,0.0
A0A0K0K1E9,2.0,1.0,5.0,5.0,1.0,9.0,2.0,0.0,3.0,6.0,1.0,0.0,3.0,5.0,6.0,9.0,3.0,3.0,1.0,1.0
A0A0K0K1G6,2.0,1.0,6.0,6.0,2.0,8.0,4.0,0.0,3.0,4.0,2.0,1.0,3.0,0.0,6.0,8.0,9.0,3.0,1.0,2.0
A0A0K0K1G8,5.0,1.0,5.0,5.0,2.0,6.0,4.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,7.0,7.0,7.0,2.0,2.0,2.0
A0A0K2S4Q6,8.0,3.0,4.0,10.0,3.0,10.0,1.0,4.0,5.0,19.0,3.0,4.0,12.0,6.0,6.0,20.0,10.0,7.0,3.0,0.0
A0A0U1RQE8,3.0,0.0,8.0,18.0,1.0,8.0,3.0,0.0,17.0,4.0,2.0,11.0,5.0,11.0,9.0,11.0,3.0,1.0,0.0,0.0
A0A0U1RQF7,11.0,1.0,4.0,7.0,0.0,8.0,3.0,2.0,6.0,3.0,1.0,1.0,12.0,2.0,11.0,7.0,7.0,0.0,0.0,0.0
A0A0U1RQI7,5.0,0.0,23.0,31.0,0.0,47.0,6.0,0.0,20.0,2.0,1.0,66.0,13.0,52.0,10.0,75.0,126.0,2.0,0.0,2.0
A0A0U1RQS6,36.0,3.0,1.0,9.0,4.0,16.0,1.0,0.0,1.0,21.0,2.0,3.0,23.0,4.0,11.0,15.0,4.0,13.0,0.0,0.0
A0A0U1RR11,19.0,3.0,10.0,14.0,0.0,15.0,4.0,1.0,11.0,3.0,1.0,2.0,17.0,7.0,28.0,10.0,9.0,7.0,1.0,1.0
A0A0U1RR37,24.0,0.0,7.0,24.0,3.0,8.0,1.0,0.0,9.0,4.0,3.0,3.0,17.0,10.0,9.0,11.0,7.0,5.0,1.0,0.0
A0A0U1RRE5,7.0,2.0,2.0,3.0,0.0,7.0,1.0,0.0,5.0,5.0,1.0,2.0,16.0,1.0,4.0,6.0,4.0,0.0,1.0,1.0
A0A0U1RRI6,28.0,3.0,9.0,18.0,0.0,17.0,4.0,1.0,11.0,6.0,3.0,2.0,18.0,7.0,28.0,10.0,6.0,7.0,3.0,0.0
A0A0U1RRK4,20.0,2.0,3.0,11.0,0.0,14.0,0.0,1.0,3.0,5.0,1.0,1.0,18.0,4.0,7.0,11.0,1.0,4.0,2.0,0.0
A0A0U1RRL7,6.0,1.0,2.0,4.0,1.0,6.0,1.0,1.0,0.0,3.0,1.0,0.0,20.0,13.0,3.0,3.0,2.0,1.0,2.0,1.0
A0A140G945,5.0,0.0,15.0,8.0,6.0,5.0,4.0,3.0,5.0,5.0,1.0,2.0,7.0,7.0,11.0,13.0,8.0,1.0,1.0,5.0
A0A183,3.0,7.0,1.0,6.0,0.0,4.0,3.0,0.0,6.0,3.0,1.0,2.0,11.0,8.0,7.0,10.0,3.0,2.0,1.0,2.0
A0A1B0GTC6,5.0,1.0,7.0,2.0,3.0,1.0,2.0,2.0,3.0,9.0,4.0,4.0,3.0,5.0,3.0,4.0,6.0,3.0,3.0,4.0
A0A1B0GTD5,3.0,1.0,4.0,7.0,3.0,2.0,3.0,0.0,7.0,4.0,1.0,10.0,7.0,5.0,9.0,5.0,7.0,1.0,0.0,3.0
A0A1B0GTH6,8.0,0.0,12.0,16.0,2.0,14.0,9.0,2.0,45.0,9.0,2.0,40.0,34.0,39.0,18.0,80.0,31.0,3.0,0.0,2.0
A0A1B0GTI1,16.0,0.0,7.0,15.0,1.0,11.0,4.0,4.0,8.0,18.0,3.0,3.0,18.0,16.0,16.0,24.0,10.0,4.0,4.0,2.0
A0A1B0GTI8,7.0,0.0,11.0,4.0,4.0,3.0,2.0,3.0,5.0,14.0,1.0,2.0,8.0,5.0,6.0,3.0,4.0,4.0,2.0,7.0
A0A1B0GTK4,5.0,1.0,7.0,9.0,2.0,7.0,4.0,2.0,9.0,8.0,1.0,5.0,6.0,8.0,11.0,15.0,5.0,3.0,0.0,0.0
A0A1B0GTK5,7.0,2.0,4.0,4.0,6.0,6.0,0.0,3.0,3.0,8.0,1.0,1.0,8.0,3.0,7.0,6.0,3.0,4.0,1.0,1.0
A0A1B0GTL2,17.0,1.0,3.0,4.0,2.0,15.0,3.0,1.0,7.0,5.0,2.0,1.0,11.0,5.0,31.0,13.0,7.0,1.0,2.0,1.0
A0A1B0GTQ4,3.0,1.0,3.0,4.0,1.0,3.0,1.0,0.0,1.0,18.0,1.0,0.0,7.0,4.0,13.0,4.0,1.0,1.0,0.0,1.0
A0A1B0GTR0,1.0,1.0,5.0,11.0,4.0,4.0,3.0,0.0,12.0,9.0,2.0,5.0,11.0,1.0,7.0,9.0,8.0,2.0,1.0,0.0
A0A1B0GTR3,6.0,0.0,3.0,9.0,0.0,9.0,1.0,1.0,19.0,5.0,2.0,2.0,8.0,5.0,12.0,11.0,10.0,4.0,0.0,1.0
A0A1B0GTR4,2.0,22.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,38.0,31.0,1.0,2.0,2.0,0.0,0.0,1.0
A0A1B0GTS1,13.0,2.0,19.0,21.0,3.0,19.0,4.0,4.0,15.0,9.0,7.0,21.0,23.0,16.0,23.0,32.0,17.0,11.0,3.0,4.0
A0A1B0GTU1,32.0,3.0,38.0,85.0,4.0,34.0,9.0,6.0,76.0,34.0,10.0,20.0,51.0,40.0,35.0,79.0,48.0,48.0,1.0,1.0
A0A1B0GTU2,3.0,3.0,5.0,5.0,3.0,1.0,1.0,4.0,2.0,6.0,3.0,0.0,5.0,1.0,1.0,2.0,4.0,7.0,1.0,2.0
A0A1B0GTW7,13.0,1.0,18.0,29.0,0.0,32.0,8.0,0.0,18.0,16.0,2.0,10.0,28.0,24.0,21.0,37.0,19.0,6.0,1.0,2.0
A0A1B0GTY4,4.0,3.0,5.0,8.0,4.0,4.0,8.0,4.0,21.0,12.0,1.0,6.0,5.0,3.0,5.0,9.0,4.0,2.0,2.0,4.0
A0A1B0GTZ2,6.0,0.0,12.0,31.0,0.0,8.0,1.0,2.0,26.0,4.0,4.0,15.0,8.0,20.0,6.0,15.0,8.0,0.0,0.0,1.0
A0A1B0GU29,8.0,3.0,4.0,13.0,7.0,13.0,2.0,3.0,3.0,23.0,1.0,1.0,21.0,8.0,5.0,14.0,9.0,5.0,3.0,4.0
A0A1B0GU33,1.0,0.0,1.0,2.0,0.0,2.0,5.0,0.0,4.0,1.0,1.0,5.0,6.0,1.0,8.0,6.0,4.0,0.0,0.0,1.0
A0A1B0GU71,5.0,1.0,4.0,7.0,2.0,2.0,5.0,0.0,9.0,12.0,2.0,3.0,3.0,4.0,14.0,6.0,5.0,4.0,1.0,1.0
A0A1B0GUA5,18.0,0.0,5.0,3.0,5.0,9.0,2.0,2.0,3.0,17.0,2.0,1.0,8.0,1.0,7.0,4.0,6.0,6.0,1.0,2.0
A0A1B0GUA6,16.0,1.0,8.0,15.0,0.0,8.0,4.0,3.0,14.0,6.0,4.0,7.0,7.0,12.0,12.0,29.0,8.0,6.0,0.0,0.0
A0A1B0GUA7,4.0,0.0,9.0,8.0,0.0,2.0,1.0,1.0,9.0,1.0,1.0,6.0,3.0,4.0,9.0,3.0,9.0,1.0,0.0,1.0
A0A1B0GUA9,16.0,2.0,16.0,32.0,2.0,15.0,7.0,2.0,19.0,17.0,4.0,3.0,11.0,13.0,11.0,22.0,8.0,6.0,1.0,1.0
A0A1B0GUC4,6.0,0.0,6.0,7.0,2.0,1.0,3.0,2.0,9.0,4.0,2.0,3.0,12.0,3.0,5.0,11.0,9.0,2.0,0.0,2.0
A0A1B0GUI7,0.0,0.0,3.0,5.0,1.0,5.0,0.0,1.0,5.0,6.0,2.0,2.0,3.0,3.0,7.0,8.0,3.0,3.0,0.0,5.0
A0A1B0GUJ8,9.0,2.0,7.0,20.0,1.0,10.0,4.0,1.0,21.0,8.0,2.0,4.0,8.0,4.0,12.0,6.0,3.0,6.0,0.0,3.0
A0A1B0GUQ0,6.0,2.0,4.0,4.0,6.0,7.0,0.0,2.0,2.0,8.0,1.0,2.0,6.0,3.0,7.0,5.0,4.0,4.0,2.0,1.0
A0A1B0GUS0,8.0,0.0,10.0,10.0,0.0,10.0,5.0,0.0,3.0,2.0,1.0,3.0,29.0,9.0,15.0,14.0,5.0,3.0,2.0,0.0
A0A1B0GUS4,5.0,0.0,7.0,13.0,1.0,1.0,0.0,0.0,15.0,0.0,1.0,7.0,3.0,5.0,7.0,1.0,0.0,1.0,0.0,0.0
A0A1B0GUT2,9.0,4.0,4.0,7.0,1.0,13.0,5.0,2.0,2.0,7.0,1.0,3.0,8.0,6.0,14.0,11.0,2.0,1.0,2.0,0.0
A0A1B0GUU1,28.0,2.0,18.0,37.0,2.0,36.0,8.0,0.0,14.0,5.0,2.0,3.0,27.0,21.0,26.0,17.0,8.0,3.0,3.0,2.0
A0A1B0GUV7,6.0,1.0,5.0,6.0,3.0,1.0,4.0,3.0,8.0,10.0,1.0,9.0,9.0,11.0,8.0,12.0,6.0,2.0,0.0,4.0
A0A1B0GUW6,68.0,6.0,51.0,34.0,2.0,43.0,45.0,8.0,58.0,20.0,6.0,36.0,112.0,78.0,35.0,107.0,85.0,15.0,1.0,6.0
A0A1B0GUW7,2.0,1.0,2.0,1.0,1.0,1.0,0.0,6.0,4.0,7.0,2.0,2.0,2.0,1.0,5.0,5.0,2.0,4.0,2.0,3.0
A0A1B0GUX0,14.0,1.0,5.0,8.0,3.0,1.0,2.0,2.0,14.0,14.0,4.0,4.0,17.0,7.0,9.0,8.0,3.0,3.0,0.0,2.0
A0A1B0GUY1,6.0,0.0,2.0,11.0,9.0,45.0,7.0,5.0,22.0,21.0,4.0,20.0,18.0,38.0,8.0,54.0,7.0,4.0,0.0,2.0
A0A1B0GV03,17.0,4.0,16.0,98.0,2.0,23.0,12.0,5.0,62.0,6.0,11.0,8.0,12.0,81.0,47.0,15.0,18.0,1.0,4.0,2.0
A0A1B0GV22,6.0,2.0,4.0,4.0,6.0,7.0,0.0,2.0,2.0,8.0,1.0,2.0,6.0,3.0,7.0,5.0,4.0,4.0,2.0,1.0
A0A1B0GV85,26.0,3.0,22.0,22.0,2.0,27.0,12.0,5.0,13.0,18.0,3.0,13.0,25.0,29.0,20.0,47.0,29.0,8.0,2.0,3.0
A0A1B0GV90,4.0,1.0,3.0,2.0,5.0,2.0,0.0,3.0,4.0,7.0,2.0,1.0,2.0,0.0,1.0,8.0,3.0,6.0,0.0,1.0
A0A1B0GVD1,2.0,1.0,7.0,4.0,2.0,7.0,2.0,1.0,8.0,5.0,3.0,7.0,5.0,5.0,7.0,4.0,2.0,3.0,0.0,2.0
A0A1B0GVG4,34.0,3.0,6.0,22.0,1.0,19.0,1.0,1.0,4.0,5.0,2.0,4.0,20.0,7.0,32.0,11.0,7.0,6.0,2.0,0.0
A0A1B0GVG6,1.0,3.0,10.0,19.0,2.0,12.0,2.0,4.0,6.0,8.0,2.0,4.0,9.0,7.0,14.0,12.0,5.0,3.0,1.0,0.0
A0A1B0GVH4,6.0,0.0,6.0,9.0,1.0,5.0,3.0,1.0,5.0,7.0,1.0,9.0,10.0,10.0,11.0,10.0,4.0,2.0,2.0,2.0
A0A1B0GVH6,15.0,0.0,15.0,26.0,2.0,11.0,6.0,3.0,25.0,3.0,1.0,3.0,14.0,10.0,21.0,29.0,17.0,5.0,0.0,5.0
A0A1B0GVH7,3.0,1.0,19.0,30.0,0.0,8.0,5.0,4.0,47.0,2.0,2.0,11.0,16.0,19.0,26.0,14.0,14.0,1.0,1.0,2.0
A0A1B0GVK7,1.0,2.0,2.0,11.0,2.0,2.0,2.0,1.0,6.0,7.0,1.0,6.0,1.0,3.0,14.0,2.0,6.0,2.0,2.0,3.0
A0A1B0GVM5,2.0,1.0,3.0,2.0,2.0,2.0,0.0,1.0,10.0,7.0,2.0,4.0,4.0,2.0,3.0,6.0,2.0,2.0,2.0,0.0
A0A1B0GVM6,8.0,0.0,1.0,14.0,0.0,12.0,5.0,4.0,10.0,9.0,1.0,3.0,13.0,4.0,11.0,4.0,2.0,4.0,2.0,2.0
A0A1B0GVN3,4.0,1.0,10.0,14.0,2.0,3.0,3.0,3.0,23.0,6.0,2.0,8.0,10.0,9.0,8.0,15.0,7.0,5.0,1.0,1.0
A0A1B0GVQ0,10.0,2.0,3.0,2.0,5.0,6.0,1.0,2.0,2.0,3.0,3.0,0.0,7.0,6.0,5.0,5.0,6.0,13.0,2.0,0.0
A0A1B0GVQ3,8.0,3.0,2.0,10.0,0.0,4.0,4.0,2.0,8.0,11.0,4.0,6.0,27.0,37.0,9.0,14.0,7.0,4.0,5.0,3.0
A0A1B0GVR7,6.0,1.0,4.0,7.0,1.0,7.0,4.0,3.0,11.0,8.0,4.0,5.0,4.0,3.0,9.0,5.0,3.0,5.0,2.0,1.0
A0A1B0GVS7,5.0,0.0,12.0,22.0,2.0,2.0,8.0,6.0,10.0,8.0,3.0,12.0,5.0,3.0,6.0,18.0,14.0,4.0,1.0,3.0
A0A1B0GVT2,6.0,1.0,4.0,5.0,2.0,6.0,2.0,6.0,5.0,14.0,3.0,1.0,10.0,1.0,2.0,7.0,3.0,9.0,1.0,4.0
A0A1B0GVV1,0.0,0.0,3.0,3.0,4.0,10.0,1.0,5.0,3.0,12.0,3.0,4.0,3.0,2.0,2.0,7.0,4.0,4.0,2.0,5.0
A0A1B0GVX0,1.0,5.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,7.0,2.0,1.0,4.0,2.0,4.0,1.0,3.0,6.0,1.0,2.0
A0A1B0GVY4,4.0,1.0,2.0,14.0,4.0,1.0,2.0,4.0,9.0,7.0,2.0,3.0,2.0,0.0,3.0,5.0,4.0,2.0,0.0,2.0
A0A1B0GVZ2,3.0,3.0,3.0,13.0,3.0,1.0,2.0,2.0,7.0,7.0,2.0,3.0,2.0,4.0,11.0,3.0,3.0,2.0,2.0,2.0
A0A1B0GVZ6,15.0,2.0,4.0,11.0,4.0,13.0,4.0,3.0,10.0,12.0,7.0,1.0,18.0,8.0,28.0,11.0,5.0,3.0,1.0,0.0
A0A1B0GVZ9,3.0,1.0,7.0,5.0,9.0,11.0,7.0,5.0,7.0,12.0,2.0,4.0,5.0,4.0,3.0,9.0,2.0,2.0,2.0,6.0
A0A1B0GW35,2.0,0.0,11.0,6.0,0.0,2.0,1.0,0.0,15.0,5.0,1.0,6.0,3.0,4.0,3.0,8.0,3.0,2.0,1.0,1.0
A0A1B0GW54,8.0,1.0,0.0,0.0,2.0,3.0,0.0,2.0,0.0,10.0,1.0,3.0,6.0,2.0,7.0,1.0,0.0,7.0,0.0,0.0
A0A1B0GW64,8.0,3.0,5.0,8.0,2.0,9.0,6.0,5.0,1.0,9.0,1.0,1.0,22.0,7.0,5.0,9.0,6.0,15.0,2.0,2.0
A0A1B0GWB2,37.0,0.0,10.0,13.0,8.0,22.0,3.0,2.0,6.0,18.0,4.0,1.0,45.0,8.0,9.0,9.0,6.0,13.0,0.0,5.0
A0A1B0GWG4,4.0,0.0,4.0,4.0,5.0,1.0,4.0,5.0,3.0,14.0,5.0,3.0,5.0,2.0,3.0,9.0,8.0,5.0,0.0,4.0
A0A1B0GWH4,13.0,2.0,19.0,20.0,3.0,19.0,4.0,4.0,15.0,9.0,7.0,19.0,23.0,16.0,23.0,32.0,17.0,11.0,3.0,4.0
A0A1B0GWK0,4.0,0.0,7.0,9.0,0.0,4.0,3.0,1.0,13.0,3.0,2.0,1.0,4.0,4.0,2.0,8.0,6.0,0.0,0.0,1.0
A0A1B0GX31,2.0,1.0,5.0,5.0,1.0,10.0,2.0,0.0,2.0,6.0,1.0,1.0,3.0,6.0,6.0,7.0,3.0,3.0,1.0,1.0
A0A1B0GX49,9.0,2.0,5.0,1.0,1.0,7.0,0.0,2.0,1.0,6.0,2.0,2.0,3.0,0.0,5.0,9.0,7.0,3.0,1.0,0.0
A0A1B0GX51,2.0,0.0,5.0,5.0,2.0,10.0,1.0,0.0,2.0,5.0,1.0,1.0,3.0,7.0,6.0,6.0,3.0,2.0,1.0,1.0
A0A1B0GX56,7.0,1.0,1.0,5.0,3.0,3.0,0.0,0.0,7.0,4.0,1.0,3.0,2.0,4.0,1.0,15.0,3.0,3.0,2.0,1.0
A0A1B0GX68,2.0,1.0,4.0,9.0,1.0,4.0,1.0,3.0,4.0,6.0,2.0,4.0,3.0,3.0,2.0,7.0,4.0,2.0,2.0,0.0
A0A1B0GX78,4.0,3.0,5.0,7.0,0.0,4.0,1.0,1.0,1.0,9.0,4.0,2.0,4.0,4.0,6.0,1.0,4.0,3.0,0.0,0.0
A0A1B0GX95,2.0,1.0,5.0,3.0,1.0,11.0,2.0,1.0,2.0,5.0,1.0,0.0,2.0,5.0,9.0,7.0,4.0,2.0,1.0,1.0
A0A1B0GXF2,4.0,1.0,5.0,5.0,2.0,11.0,2.0,1.0,3.0,6.0,1.0,2.0,2.0,5.0,4.0,9.0,3.0,2.0,1.0,0.0
A0A1W2PP97,3.0,1.0,7.0,7.0,0.0,6.0,0.0,1.0,5.0,10.0,1.0,0.0,8.0,10.0,6.0,2.0,3.0,1.0,0.0,2.0
A0A1W2PPF3,8.0,2.0,17.0,24.0,10.0,14.0,15.0,7.0,20.0,23.0,6.0,12.0,26.0,34.0,10.0,24.0,15.0,8.0,5.0,4.0
A0A1W2PPG7,5.0,0.0,3.0,4.0,3.0,3.0,0.0,4.0,7.0,3.0,2.0,2.0,3.0,5.0,0.0,4.0,2.0,3.0,1.0,1.0
A0A1W2PPM1,8.0,1.0,13.0,23.0,1.0,20.0,12.0,1.0,19.0,3.0,2.0,11.0,17.0,43.0,12.0,22.0,13.0,3.0,0.0,2.0
A0A1W2PQ73,25.0,2.0,16.0,15.0,1.0,37.0,3.0,1.0,13.0,14.0,1.0,5.0,36.0,3.0,9.0,27.0,12.0,1.0,0.0,3.0
A0A1W2PR19,4.0,0.0,9.0,14.0,2.0,4.0,5.0,1.0,13.0,5.0,3.0,7.0,4.0,5.0,4.0,9.0,3.0,0.0,0.0,1.0
A0A1W2PR48,10.0,0.0,8.0,21.0,1.0,15.0,5.0,3.0,10.0,7.0,2.0,4.0,18.0,29.0,14.0,29.0,9.0,7.0,1.0,6.0
A0A1W2PR82,18.0,4.0,14.0,35.0,2.0,25.0,4.0,3.0,5.0,18.0,1.0,0.0,32.0,9.0,20.0,16.0,10.0,3.0,3.0,4.0
A0A1W2PRP0,14.0,0.0,12.0,12.0,2.0,20.0,3.0,0.0,8.0,4.0,2.0,6.0,25.0,6.0,20.0,12.0,2.0,1.0,1.0,1.0
A0A1W2PS18,14.0,1.0,2.0,8.0,7.0,8.0,0.0,6.0,3.0,10.0,2.0,5.0,23.0,7.0,1.0,6.0,13.0,2.0,2.0,5.0
A0A286YEV6,0.0,16.0,0.0,0.0,0.0,34.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,4.0,6.0,7.0,4.0,0.0,0.0,1.0
A0A286YEX9,0.0,13.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0
A0A286YF01,0.0,16.0,0.0,0.0,0.0,30.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,4.0,5.0,6.0,4.0,0.0,0.0,0.0
A0A286YF46,0.0,15.0,0.0,0.0,0.0,21.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,4.0,5.0,5.0,4.0,0.0,0.0,0.0
A0A286YF58,48.0,8.0,8.0,13.0,3.0,43.0,4.0,1.0,6.0,29.0,1.0,3.0,35.0,6.0,34.0,32.0,6.0,5.0,2.0,2.0
A0A286YF60,0.0,14.0,0.0,0.0,0.0,29.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,4.0,7.0,6.0,4.0,1.0,0.0,0.0
