ID,PTM_count,Phosphorylation,Glycosylation,Ubiquitination,SUMOylation,Acetyllysine,Palmitoylation,Hydroxylation,Methylation,Pyrrolidone_carboxylic_acid
P41238,6,3,2,0,0,1,0,0,0,0
O95870,16,3,6,1,0,2,1,0,0,3
Q9H7C9,11,5,1,2,0,0,1,1,1,0
Q9UBJ2,25,10,2,5,3,1,1,0,2,1
Q15758,21,11,4,3,1,1,1,0,0,0
A9YTQ3,52,17,8,4,4,1,1,9,6,2
Q5JTC6,95,56,9,14,0,6,0,4,3,3
Q9UKV5,25,16,3,2,0,2,0,0,0,2
P30838,18,6,2,5,0,2,0,3,0,0
P51857,10,4,2,1,0,2,0,0,0,1
P27338,18,3,5,6,1,0,1,0,2,0
P42568,45,29,7,2,3,0,1,1,1,1
O60488,32,12,4,4,1,8,0,0,3,0
Q9BZ11,34,7,9,4,0,0,2,7,1,4
Q8N7Z5,127,75,26,10,3,9,0,0,3,1
Q9Y672,13,0,1,1,1,0,6,0,1,3
P62330,9,1,1,3,0,4,0,0,0,0
Q13794,8,1,0,0,1,2,1,1,2,0
Q9Y576,14,6,1,2,1,0,1,2,1,0
O95260,28,15,3,1,3,5,1,0,0,0
Q8WWH4,12,4,2,0,0,3,1,0,0,2
P15848,29,11,8,1,0,3,0,0,5,1
O14983,36,10,9,7,2,5,1,0,1,1
Q674R7,70,34,15,3,0,0,0,10,5,3
Q13489,22,10,5,5,0,1,0,0,1,0
Q8TDH9,14,8,2,3,0,1,0,0,0,0
Q9BXK5,35,23,9,1,1,0,0,0,0,1
P46736,12,9,1,1,0,1,0,0,0,0
Q6UXG8,19,5,6,1,0,1,0,2,2,2
P59827,18,8,3,2,1,1,1,0,1,1
Q9NPI1,36,23,3,4,0,2,0,0,4,0
P51451,26,14,0,3,4,3,0,0,1,1
Q15059,71,29,23,9,1,0,1,5,2,1
Q6UXY1,58,46,2,0,0,2,0,5,3,0
Q6ZNE5,29,17,4,4,0,2,0,2,0,0
Q9HBU1,27,13,1,5,0,1,0,5,1,1
Q9UIG0,87,56,7,11,5,2,1,0,2,3
Q9HD36,4,3,0,1,0,0,0,0,0,0
Q9Y2D0,16,5,4,4,0,1,0,2,0,0
Q6ZV80,8,2,3,2,0,0,0,0,1,0
O95810,56,43,3,5,2,2,0,0,0,1
Q9H7X2,15,7,2,0,0,2,0,1,3,0
P40123,32,18,3,7,2,1,0,1,0,0
P02745,21,2,1,5,0,0,0,10,2,1
Q6P1W5,38,15,5,4,0,3,1,0,6,4
Q8N6N3,16,8,3,0,2,1,0,2,0,0
O43570,12,3,3,3,0,2,0,0,1,0
Q4G0X9,76,44,10,14,2,2,0,2,0,2
Q86Z23,17,0,0,1,2,0,0,8,6,0
Q6DHV5,55,32,8,7,3,3,0,0,2,0
Q8N6G1,8,1,4,2,0,0,0,0,1,0
Q8ND61,61,35,10,4,2,2,0,1,6,1
Q494R4,18,6,0,3,1,2,0,3,2,1
P22676,8,5,0,1,0,1,1,0,0,0
Q8WXS5,50,18,7,5,1,0,2,11,6,0
A0A1B0GVG4,24,8,2,2,0,1,1,8,1,1
Q66K79,21,9,2,3,0,2,0,1,2,2
Q4G0S7,16,9,0,2,2,1,1,0,0,1
A6NKD9,43,22,9,5,0,2,2,1,2,0
P27701,14,4,3,0,2,1,4,0,0,0
Q5U5Z8,32,15,6,5,1,1,0,1,2,1
Q6ZTR5,129,50,31,10,10,14,1,4,7,2
Q9BXF3,130,66,15,12,1,2,1,13,18,2
Q9P2X8,1,0,0,0,0,0,1,0,0,0
Q8N865,31,11,6,4,1,5,1,1,2,0
Q6UXB4,15,4,2,3,1,0,1,2,2,0
Q13057,19,6,6,2,0,0,0,1,3,1
Q8IYT2,13,5,1,0,0,4,1,0,2,0
Q96NU0,51,21,15,2,1,1,1,2,6,2
Q02388,212,60,14,51,14,7,1,45,17,3
Q6IPW1,13,8,1,0,0,0,0,0,2,2
Q5SWW7,11,6,2,2,1,0,0,0,0,0
Q8TDQ1,21,10,5,1,0,1,0,0,1,3
Q8TCG5,27,8,8,1,0,3,1,0,2,4
Q96L46,14,6,2,1,0,1,1,0,3,0
P41240,13,5,1,4,1,1,0,0,0,1
P16220,29,12,15,0,0,1,1,0,0,0
Q96A83,61,18,4,3,1,0,3,24,5,3
Q9NRD9,47,20,7,6,1,1,2,1,4,5
Q14181,35,23,3,1,1,1,1,1,1,3
Q9H6B9,10,4,2,0,0,0,2,1,1,0
Q14576,17,8,2,3,0,2,0,0,2,0
O60739,7,4,1,0,1,0,1,0,0,0
P11474,22,5,3,2,2,4,0,2,1,3
P41162,56,30,11,5,2,0,1,2,4,1
Q5RGS3,16,10,1,1,0,2,1,0,0,1
Q13158,17,9,4,2,0,0,1,1,0,0
Q8IYT1,43,20,13,5,0,3,0,1,1,0
P23141,21,8,4,4,0,2,0,2,1,0
A0A1B0GVM5,7,3,1,0,0,0,0,1,2,0
Q9BZJ8,21,15,1,1,0,1,1,1,1,0
P00451,140,78,30,9,8,9,3,0,1,2
P01588,8,2,3,2,0,0,1,0,0,0
P81408,55,35,5,1,0,0,0,10,3,1
Q96MZ4,18,11,1,1,0,1,2,0,2,0
P00488,31,15,6,3,2,2,0,0,3,0
Q9H0X4,24,9,9,2,1,1,2,0,0,0
Q96MY7,63,43,6,7,0,2,0,1,1,3
Q15910,48,26,7,1,4,2,2,5,0,1
Q92637,17,6,8,2,0,0,0,0,0,1
Q8NEA4,1,0,0,1,0,0,0,0,0,0
Q8N539,15,4,2,2,0,0,1,3,3,0
P11362,48,26,13,5,0,1,1,0,1,1
Q9UKA2,24,11,9,1,1,0,0,0,1,1
Q6UN15,50,31,12,1,1,3,0,1,1,0
Q99689,24,17,4,1,1,1,0,0,0,0
Q96M96,58,26,12,4,2,7,3,3,1,0
Q8N461,24,6,3,3,0,0,3,7,2,0
P63130,43,9,10,4,1,6,0,4,6,3
P0DTW1,16,7,1,2,0,0,0,0,5,1
P0DSO3,16,7,1,1,0,0,1,0,5,1
Q6ZUU3,19,10,0,1,0,1,1,0,4,2
Q12951,48,26,15,0,1,0,0,5,1,0
O95749,11,1,3,3,1,3,0,0,0,0
P13284,10,1,4,0,0,0,2,0,0,3
Q14390,9,6,2,1,0,0,0,0,0,0
A6NER3,15,6,3,1,0,0,1,0,3,1
Q6ZNI0,17,9,2,2,0,2,0,0,1,1
A0A1W2PPG7,3,1,0,0,1,0,0,0,1,0
O14764,7,2,2,0,0,0,0,0,0,3
Q8IX06,47,19,6,8,0,2,3,5,4,0
Q3T8J9,190,117,20,22,11,4,2,8,4,2
P0CG33,41,23,3,8,2,2,0,0,1,2
Q13322,37,19,5,2,1,0,4,1,4,1
Q5VY09,36,10,4,2,0,1,3,15,0,1
O95872,23,15,0,4,1,0,0,0,3,0
P07359,67,26,32,3,1,1,0,1,2,1
P35052,30,13,6,5,0,2,0,3,1,0
P46695,20,3,9,0,0,0,2,3,2,1
P31249,42,17,11,3,0,0,0,8,1,2
P09016,26,5,3,5,0,1,0,9,1,2
P13378,42,9,1,4,0,0,0,24,2,2
Q86YW7,3,0,2,0,0,1,0,0,0,0
Q9Y4H4,19,6,4,0,0,0,1,5,0,3
Q5T6X5,38,6,15,2,1,4,2,2,2,4
B7ZAQ6,8,1,3,0,0,3,0,0,0,1
Q8N954,20,11,1,2,1,1,0,2,1,1
P0CG08,8,1,3,0,0,3,0,0,0,1
Q2TAA2,11,2,1,1,2,2,2,0,0,1
P35557,18,5,4,2,1,3,1,0,2,0
P48735,30,3,4,2,0,19,2,0,0,0
Q15053,8,1,0,0,0,1,4,2,0,0
Q2M1V0,23,7,3,2,0,0,3,7,0,1
Q14695,12,6,1,1,0,0,1,0,1,2
Q5T013,8,2,2,1,1,0,0,0,1,1
A2RU49,13,8,0,3,1,0,0,0,0,1
P10997,4,1,0,2,0,0,0,0,1,0
Q96M11,16,12,0,2,0,0,0,0,1,1
Q9Y4L1,58,23,12,17,1,2,1,0,1,1
Q9BYI3,25,12,4,1,0,1,2,2,2,1
Q14667,89,36,21,13,7,5,1,1,3,2
Q6NUN7,74,50,5,8,2,7,0,0,2,0
Q92628,98,61,16,8,2,3,4,3,1,0
Q12794,14,3,3,1,0,0,1,2,1,3
Q12891,14,5,7,1,0,0,0,0,0,1
O43820,14,2,3,1,0,0,2,3,1,2
Q2M3T9,22,5,8,3,1,1,2,0,1,1
P38567,14,3,7,0,0,1,2,0,1,0
Q92839,17,7,1,0,0,2,3,2,0,2
Q92819,13,3,2,2,0,2,3,0,0,1
O00219,15,8,1,1,0,2,1,0,0,2
Q86SR1,22,8,4,3,0,3,0,0,2,2
Q5T3I0,39,17,2,10,2,2,0,0,1,5
Q9Y4A0,24,15,2,4,0,1,0,1,1,0
P53990,29,9,9,4,1,2,0,3,1,0
O75564,27,13,3,4,1,2,1,2,0,1
P18283,8,5,0,0,1,2,0,0,0,0
Q92917,40,16,4,6,1,4,0,4,3,2
Q96SL4,12,2,0,5,0,3,0,0,0,2
P52948,120,64,37,10,1,2,1,1,0,4
Q5XKR4,25,11,12,1,0,0,0,1,0,0
O00459,53,14,9,9,1,2,0,13,4,1
Q9Y6F1,20,7,4,3,1,2,0,1,2,0
O14683,8,3,0,0,0,0,0,0,3,2
P43115,14,1,4,1,0,0,1,0,3,4
Q9Y3B1,12,6,3,2,0,0,0,1,0,0
Q9NY27,42,28,6,4,1,2,0,0,1,0
Q7RTY9,13,3,5,1,0,0,0,1,2,1
P28074,12,9,1,1,0,0,0,0,1,0
P0DPQ3,17,4,2,1,1,1,0,2,6,0
Q96LQ0,15,6,0,3,1,1,0,2,0,2
O75626,65,34,15,6,3,1,1,2,3,0
P32119,12,4,0,4,0,4,0,0,0,0
Q6UWB4,21,9,1,1,3,2,1,1,2,1
O95758,21,8,4,3,0,3,0,1,2,0
Q16401,14,5,3,1,1,2,0,0,0,2
Q13200,25,10,1,8,0,2,0,0,2,2
P30566,20,8,1,3,2,3,1,1,0,1
P27708,82,33,14,8,3,10,0,4,5,5
Q8IZV5,4,0,0,3,0,0,0,0,1,0
Q13702,16,5,2,2,0,4,0,2,0,1
Q9Y5P3,43,23,10,1,2,3,0,4,0,0
O15539,16,8,1,0,1,2,3,0,1,0
Q8WVD3,15,1,8,0,0,0,4,2,0,0
Q9P0M9,8,2,1,0,0,4,0,0,0,1
Q6P5S7,9,3,0,0,0,0,3,0,2,1
Q99729,40,10,8,6,1,4,0,2,9,0
Q96EX2,18,12,2,1,1,0,0,0,2,0
Q9HAU8,32,8,8,3,1,1,3,7,0,1
Q8N4F7,9,4,1,2,0,0,0,0,0,2
P62280,13,4,3,1,0,3,1,0,1,0
Q16533,25,18,1,0,2,3,0,0,0,1
Q9BQ83,7,2,0,1,0,0,1,1,1,1
Q5VYV7,47,30,3,2,3,2,1,1,5,0
P49903,17,6,4,3,0,0,0,2,0,2
Q15036,30,22,1,2,0,1,0,1,3,0
Q8N196,57,25,10,8,1,1,0,9,1,2
O15389,39,21,11,2,0,1,0,0,0,4
Q8TEQ0,60,34,8,8,3,2,1,0,2,2
K7EJ46,10,2,0,1,0,0,4,3,0,0
P21549,19,6,4,2,0,3,1,0,1,2
Q96EA4,38,20,1,6,6,3,1,0,0,1
Q9HB58,43,30,7,1,0,3,2,0,0,0
P57073,52,27,10,5,2,0,0,3,3,2
Q9Y4P9,16,9,3,2,0,0,0,0,0,2
P84022,26,13,3,3,1,1,1,2,1,1
O43255,28,6,9,1,0,1,2,7,0,2
H3BQB6,30,22,3,1,0,1,1,2,0,0
Q9NZ72,26,13,1,8,0,1,2,0,0,1
Q9NP77,13,6,1,1,0,1,2,1,1,0
Q9P246,63,41,7,7,1,2,0,2,1,2
P02808,3,2,0,0,0,0,0,0,1,0
Q9H5I1,21,9,3,1,2,0,1,4,1,0
Q9UGU0,233,133,40,26,6,5,3,7,8,5
Q92526,20,1,5,8,1,3,0,0,0,2
P0DPI4,1,1,0,0,0,0,0,0,0,0
O43581,24,12,4,0,0,2,3,0,2,1
Q9BQG1,41,16,13,3,2,1,2,1,2,1
Q9Y5J6,7,3,1,0,0,0,0,2,0,1
Q15399,14,1,7,1,2,1,0,0,1,1
Q03403,10,2,1,0,0,0,2,4,0,1
P19484,31,21,6,2,1,0,0,0,1,0
Q99973,80,45,10,5,3,0,2,2,6,7
Q92748,8,5,2,0,0,0,0,0,0,1
Q9NUH8,3,0,0,0,0,0,0,0,1,2
Q13009,130,89,6,10,5,9,1,4,3,3
P10600,16,2,5,2,1,2,1,1,2,0
A2RRL7,2,1,1,0,0,0,0,0,0,0
Q8WUU8,16,3,3,0,0,0,2,5,0,3
O75762,36,14,5,4,1,2,0,1,3,6
P00439,13,5,2,1,1,3,1,0,0,0
Q9H307,57,29,5,12,2,1,0,0,4,4
Q86TG7,55,13,9,3,1,0,0,23,6,0
Q494U1,61,43,4,3,1,2,1,3,4,0
O43930,12,8,0,1,0,1,0,2,0,0
Q7RTY5,9,1,2,2,1,0,0,0,1,2
O60508,22,13,4,1,1,1,0,0,1,1
P49642,14,9,3,2,0,0,0,0,0,0
Q58EX7,39,15,4,5,1,5,3,2,1,3
P58294,3,0,0,1,0,0,1,1,0,0
P28070,19,7,3,2,1,0,0,1,5,0
Q8IZ63,28,9,6,3,1,0,1,4,2,2
Q86WC6,13,6,0,1,0,1,0,1,3,1
O43663,46,26,6,4,1,1,0,0,6,2
H0Y7S4,11,3,3,0,0,0,4,0,1,0
P0DTF9,7,5,0,0,0,0,1,1,0,0
P0C881,44,24,3,5,4,4,0,0,3,1
Q96R05,2,0,1,1,0,0,0,0,0,0
P78317,17,12,2,0,0,0,0,0,2,1
Q9H9Y6,30,9,6,2,3,4,1,1,3,1
Q92565,33,23,2,3,0,5,0,0,0,0
Q8N8N0,8,1,2,0,0,0,5,0,0,0
Q8NC42,22,11,4,3,0,1,0,0,2,1
Q9H6Y7,23,11,4,2,0,1,1,3,0,1
Q9H0F5,43,23,10,3,0,0,1,1,4,1
Q96EU6,17,8,1,3,0,1,0,2,2,0
Q86T96,39,15,6,2,1,5,1,3,4,2
Q9H0A6,19,5,3,3,1,1,3,0,2,1
Q9NYV6,27,14,4,1,4,1,0,0,1,2
Q7L523,12,1,0,4,1,2,1,2,1,0
P62273,7,1,0,0,1,1,2,1,1,0
A4D0T7,3,0,0,0,0,0,2,1,0,0
Q13485,35,3,20,3,2,3,1,2,1,0
P35326,34,3,2,0,1,1,1,25,0,1
Q9GZT3,7,4,1,1,0,0,0,0,1,0
Q5MJ07,10,6,1,0,0,1,1,1,0,0
P0DL12,14,10,0,3,0,0,0,0,0,1
O94956,29,12,9,2,2,0,1,0,0,3
Q5MJ68,16,4,4,0,1,0,1,4,1,1
P48431,21,5,9,0,2,1,0,1,3,0
Q495Y7,13,5,1,1,0,4,2,0,0,0
Q96GM5,27,7,4,2,1,2,0,5,6,0
Q9C004,14,5,4,0,0,0,0,3,1,1
Q15475,20,11,4,3,0,1,0,0,0,1
Q68D06,22,11,2,3,0,4,1,0,0,1
Q01892,20,11,5,2,0,0,0,0,0,2
Q969X2,18,5,5,3,0,0,2,3,0,0
Q6ZMC9,24,13,3,0,1,0,0,4,3,0
Q11201,14,3,5,2,1,0,2,1,0,0
Q8TAV4,12,5,2,3,1,0,1,0,0,0
Q9H6Q3,18,13,0,2,0,0,0,1,1,1
P58511,2,0,0,0,0,0,0,0,1,1
Q9UEW8,37,16,5,3,2,1,1,9,0,0
Q9BWW4,53,17,9,1,0,1,0,19,6,0
Q9P2R7,20,7,1,2,1,8,0,0,1,0
Q96A44,17,7,0,3,2,1,0,0,3,1
Q8IWZ8,64,30,14,12,1,1,0,0,6,0
Q14BN4,51,26,4,13,2,3,1,2,0,0
Q5VT97,107,61,11,7,2,5,0,9,11,1
Q96M53,25,14,2,0,4,2,0,0,1,2
Q96RJ0,11,0,2,0,0,4,2,1,1,1
P17542,32,9,7,3,0,1,0,10,2,0
O76070,21,8,4,7,0,1,0,0,1,0
O15273,16,9,0,2,1,0,1,0,1,2
Q4W5G0,27,12,6,5,1,3,0,0,0,0
P35269,66,52,5,3,0,1,0,3,1,1
Q8IY51,30,19,4,1,0,5,1,0,0,0
Q9UL52,18,7,3,3,1,2,1,0,0,1
Q9BT49,34,16,1,4,0,1,3,6,2,1
O75204,17,8,0,1,0,0,0,5,2,1
Q8N6G2,19,5,5,1,1,2,1,1,1,2
P13385,10,2,2,0,0,0,2,3,1,0
Q9NYB0,31,19,2,8,0,1,0,1,0,0
Q6UWW9,14,2,6,0,0,0,2,3,0,1
Q96HV5,8,4,2,0,0,0,2,0,0,0
Q8WY98,7,4,0,2,0,0,0,0,0,1
Q8NBN3,19,5,5,2,2,2,1,0,0,2
Q9H147,22,7,1,1,1,4,0,4,3,1
A6NK02,15,5,3,1,1,2,1,1,1,0
O60858,19,7,3,0,2,3,3,1,0,0
Q9C019,15,9,1,2,0,0,1,0,1,1
O00300,18,4,5,0,1,2,2,2,0,2
O94826,41,9,9,5,2,7,0,3,4,2
Q96A61,17,9,4,1,1,1,0,0,1,0
Q7Z403,26,11,2,2,0,1,1,1,1,7
Q9Y5R8,5,3,0,0,0,1,0,0,1,0
Q9Y5U5,15,1,1,1,0,0,0,7,0,5
Q96NL1,18,13,2,2,0,0,1,0,0,0
Q8TBN0,27,14,5,6,1,1,0,0,0,0
Q96P65,18,7,3,0,1,1,2,0,0,4
Q7Z7A4,50,11,14,0,1,4,0,18,1,1
P78406,10,3,6,0,0,1,0,0,0,0
Q9BQ04,25,11,9,1,1,1,0,1,1,0
P61224,6,4,0,0,0,1,0,0,1,0
P51159,17,6,3,2,1,1,2,0,1,1
P51157,12,5,2,3,1,0,0,1,0,0
P15153,8,2,1,1,1,0,1,0,1,1
Q92928,19,3,3,4,1,1,4,2,1,0
Q13017,87,39,10,14,4,9,0,5,4,2
P57729,4,0,2,0,0,0,1,0,0,1
Q9P227,142,92,16,16,1,1,2,3,10,1
Q92930,16,3,4,2,0,2,2,0,2,1
Q5TG30,35,18,2,8,0,4,0,0,1,2
Q86YS6,12,4,1,2,0,1,2,2,0,0
Q86UA6,9,4,0,0,1,1,3,0,0,0
Q9HD89,5,0,0,0,0,0,2,1,2,0
Q99578,12,7,2,0,1,0,0,1,1,0
Q9ULI2,17,8,2,3,0,2,1,0,1,0
O75394,4,1,0,1,0,2,0,0,0,0
P05386,14,2,1,1,3,0,1,6,0,0
Q9H7B2,15,6,3,1,0,5,0,0,0,0
Q8IXW5,51,26,3,6,4,5,0,1,4,2
Q9H1E1,7,3,1,0,0,1,1,0,0,1
Q96EP0,44,18,4,5,0,0,0,8,3,6
A6NIE6,20,8,5,0,3,2,0,0,0,2
Q5GAN3,7,2,1,0,0,1,0,0,2,1
Q6T310,10,3,0,3,1,1,0,2,0,0
Q8IUI4,28,16,5,3,1,1,0,2,0,0
Q9Y3D3,10,7,0,1,0,0,1,0,1,0
Q9UHR5,53,19,28,3,0,1,0,0,2,0
Q96K37,18,5,8,0,0,0,0,1,2,2
P51398,19,9,2,3,1,3,0,0,1,0
Q8N488,30,13,10,2,3,0,0,0,1,1
Q9Y467,109,37,39,4,3,1,0,20,4,1
P0CK97,18,10,3,0,1,0,2,1,1,0
Q5VXD3,9,3,2,1,2,1,0,0,0,0
P40879,29,9,8,1,0,2,3,0,1,5
P23297,1,0,0,1,0,0,0,0,0,0
Q6ZMH5,19,4,8,2,0,0,2,0,2,1
Q01196,53,27,13,3,0,0,0,4,5,1
Q6XE38,6,2,0,0,1,0,1,0,0,2
Q86V20,28,16,3,3,2,2,0,0,1,1
P22307,29,6,1,6,0,12,0,1,0,3
Q9P0V9,14,8,1,2,2,1,0,0,0,0
P53992,59,20,16,3,1,3,2,8,5,1
Q9Y617,17,3,4,2,0,6,0,1,0,1
Q5PRF9,56,28,12,3,1,2,0,6,3,1
Q9NRG4,17,7,2,4,1,2,0,0,1,0
Q9GZW5,30,14,3,1,1,1,2,1,3,4
Q8NDV3,47,16,5,11,4,6,0,0,1,4
Q9UHJ3,47,30,4,6,3,3,0,1,0,0
Q9H0E3,132,27,88,2,3,0,0,8,3,1
Q8N4H0,29,22,1,1,2,3,0,0,0,0
P48764,44,28,6,2,0,0,3,1,1,3
O43699,24,6,12,0,0,1,2,0,0,3
Q8TEV9,79,52,10,6,1,7,0,0,2,1
Q5VWJ9,25,12,3,2,2,3,0,2,0,1
A0A096LP01,8,4,0,2,0,1,0,1,0,0
A7XYQ1,84,27,27,5,4,0,1,13,7,0
O14543,16,7,4,0,0,1,0,4,0,0
Q96FS4,86,57,9,9,0,0,0,3,8,0
Q2MJR0,37,12,5,1,0,0,1,12,5,1
O75830,12,2,3,1,2,2,0,0,0,2
Q8TB22,37,19,1,9,1,2,0,0,1,4
A0A087WV53,12,3,2,1,2,2,0,2,0,0
Q8NBJ9,37,15,14,0,2,2,2,0,0,2
Q5TH74,33,11,8,1,2,0,0,6,4,1
Q9NRC1,15,6,1,1,0,3,0,3,1,0
Q8TDW4,21,12,2,2,1,3,0,0,1,0
Q8WU08,16,5,4,2,0,3,0,0,0,2
Q7Z7C7,15,6,3,2,2,1,0,0,0,1
Q9BXU2,15,5,2,4,0,1,0,0,0,3
A7MD48,116,76,7,4,0,3,0,14,11,1
Q9UHV2,13,4,3,3,2,1,0,0,0,0
P49458,5,0,1,0,0,3,0,0,0,1
P17987,18,7,0,7,0,3,0,0,0,1
P0C7N4,23,12,1,4,0,0,1,0,4,1
Q9UJW2,20,6,7,2,0,0,0,1,2,2
O43763,26,11,4,4,0,0,0,3,3,1
Q9UP52,32,19,7,2,0,0,0,0,1,3
P04155,5,1,0,0,0,0,0,2,0,2
A0A2R8Y7D0,5,2,0,0,0,0,0,2,0,1
Q8TBM7,1,0,0,0,0,0,0,0,1,0
Q587J7,45,25,5,7,2,5,0,0,1,0
P59922,5,0,3,0,0,0,1,0,0,1
Q9Y3N9,2,0,1,0,0,0,1,0,0,0
Q8NGF7,5,0,2,2,0,0,1,0,0,0
Q15617,5,1,2,0,0,1,0,0,0,1
Q6UWY5,16,5,3,1,1,2,1,0,0,3
Q8TE04,39,15,4,6,1,2,2,3,4,2
Q86YC2,88,57,12,5,3,5,0,1,0,5
Q8TEW8,106,63,12,15,4,1,1,2,8,0
Q29RF7,66,31,11,14,0,3,1,4,1,1
Q15391,14,4,8,0,1,0,0,0,0,1
P09131,15,4,5,2,0,0,0,0,0,4
P15863,58,28,8,6,0,2,0,8,4,2
P49585,40,22,3,4,1,1,1,6,1,1
P43119,26,6,8,2,0,0,5,0,1,4
Q9H2J4,16,8,1,3,0,3,0,0,0,1
Q5JQD4,4,1,0,0,1,0,2,0,0,0
P50876,8,1,0,2,0,0,4,1,0,0
O95199,17,7,6,0,2,1,0,0,0,1
Q9BWF3,26,14,7,1,0,2,0,1,1,0
P62491,11,2,3,3,0,1,1,1,0,0
P62834,5,2,0,0,0,1,1,0,1,0
P49792,288,160,63,28,5,21,0,1,7,3
P29762,5,3,0,0,0,0,0,1,0,1
Q9P1G2,12,8,2,0,0,0,0,0,1,1
Q96EN9,13,3,4,1,0,0,0,0,2,3
O60216,32,15,7,3,0,4,1,1,1,0
A7KAX9,183,108,43,14,2,2,0,6,5,3
Q9NX52,4,3,0,0,1,0,0,0,0,0
Q6ZUB1,132,65,28,17,0,6,1,6,8,1
Q5VYP0,93,50,17,6,4,2,1,6,4,3
P82921,4,1,0,0,0,0,1,1,1,0
Q5M8T2,18,9,1,4,0,0,1,0,1,2
P82673,23,14,5,1,1,1,0,0,1,0
Q86VD7,8,3,1,0,0,0,0,0,3,1
Q92736,151,71,22,18,8,20,1,1,2,8
P60903,6,0,0,0,0,5,0,1,0,0
Q92504,15,8,1,1,0,0,0,1,4,0
Q9NP59,18,4,6,2,1,1,2,0,1,1
Q99584,5,4,0,0,0,1,0,0,0,0
Q96JT2,14,4,2,1,0,2,2,1,0,2
P55011,60,25,13,8,2,4,0,4,2,2
Q9Y666,38,12,13,3,1,2,3,2,1,1
P78381,16,0,7,0,1,0,0,2,3,3
Q9Y3D5,6,2,0,0,0,1,2,1,0,0
Q8NET4,146,80,42,1,0,5,0,2,15,1
Q9UKG4,15,7,3,0,1,0,3,0,1,0
Q9HAB3,11,4,4,0,0,1,0,2,0,0
Q2I0M5,9,1,1,0,0,0,1,5,0,1
P62306,2,1,0,0,0,1,0,0,0,0
Q8N1H7,37,14,11,6,2,4,0,0,0,0
Q9UN76,28,5,10,4,0,0,2,1,2,4
Q16799,85,51,14,7,4,2,0,6,0,1
Q96NL0,31,25,1,0,1,2,0,1,1,0
Q9BVN2,79,42,10,9,1,2,0,12,3,0
Q96C34,34,17,3,6,0,0,0,4,1,3
Q8N5C8,97,52,22,4,2,0,0,12,4,1
Q5TGI4,9,1,1,1,0,0,1,3,2,0
Q9NSI8,47,35,6,2,0,1,0,0,2,1
Q8WWX8,13,1,7,0,0,0,0,0,0,5
P60468,18,10,1,1,0,0,1,3,2,0
Q01826,50,23,15,3,1,3,0,2,2,1
Q0VDG4,14,6,4,0,0,2,1,1,0,0
O15126,20,8,7,3,1,0,0,0,0,1
Q9NVA2,18,9,4,2,1,2,0,0,0,0
Q9BWG6,21,11,0,2,3,1,0,3,1,0
P0DPE8,14,8,4,1,0,0,0,1,0,0
Q13884,35,20,2,5,1,3,0,1,2,1
Q5SQN1,24,11,1,4,1,2,1,0,2,2
Q8WVK2,17,13,1,0,0,0,0,3,0,0
Q6UXR4,11,4,3,1,1,0,0,0,0,2
P30825,16,3,4,2,0,0,2,1,1,3
A8MWL6,12,6,5,0,0,0,0,0,0,1
Q9NPB0,10,3,3,2,0,0,0,1,0,1
Q96RM1,31,2,1,0,2,0,1,24,0,1
Q2TAY7,14,2,2,5,0,2,1,0,1,1
O94972,62,36,16,2,1,1,4,2,0,0
O43597,34,15,4,2,1,1,1,8,1,1
Q9H9C1,44,31,3,5,0,4,0,0,1,0
Q14159,62,37,5,3,3,5,1,1,6,1
Q9P270,109,77,10,9,1,1,1,1,8,1
Q8IW03,5,0,4,0,0,0,0,0,0,1
Q96P15,16,7,3,1,3,0,0,0,0,2
P21815,54,25,21,4,1,1,1,0,1,0
Q96RL6,30,15,11,2,0,0,1,0,0,1
O43704,10,4,3,1,0,1,0,0,1,0
Q93045,21,7,2,7,1,2,2,0,0,0
B8ZZ34,42,17,5,3,0,1,0,3,10,3
O94768,24,9,5,2,1,3,3,0,1,0
Q8N412,36,22,7,2,0,1,1,0,3,0
Q9UH99,55,32,8,7,1,0,0,1,5,1
Q99469,41,32,1,2,0,2,0,3,1,0
O75683,30,13,2,2,0,5,0,1,0,7
P0CW00,14,6,2,2,0,0,0,1,1,2
Q92537,14,10,2,0,0,0,1,1,0,0
O75044,88,56,11,4,7,7,0,0,2,1
Q5VVX9,15,8,3,0,1,3,0,0,0,0
A6NNA2,127,77,8,4,0,1,1,21,15,0
B0FP48,20,10,5,1,0,0,2,1,1,0
Q9UH65,26,2,4,12,1,3,0,2,0,2
Q8WUJ0,13,11,0,1,1,0,0,0,0,0
P37288,21,8,6,1,1,0,2,0,0,3
Q6SJ96,32,18,4,3,1,4,0,1,1,0
P20062,8,2,0,3,0,0,0,0,1,2
Q86XR7,18,11,3,1,0,0,1,0,2,0
P0CG35,9,4,0,1,0,4,0,0,0,0
Q9H853,8,2,3,0,0,0,0,1,2,0
Q9NQC1,65,32,12,7,0,4,0,6,4,0
P05106,38,16,7,4,0,3,0,5,3,0
Q96HW7,33,15,6,6,0,2,0,1,2,1
C9JVW0,20,7,4,0,0,0,1,6,1,1
O15225,2,2,0,0,0,0,0,0,0,0
Q1MX18,19,8,4,2,0,1,1,2,0,1
O15503,20,6,3,2,0,1,1,2,2,3
Q96PR1,47,23,9,3,1,1,0,7,2,1
Q8NHM5,105,66,12,13,2,3,1,3,3,2
